userName,score,content
Pengguna Google,1,"Jaringan gua bagus, gapernah lag pake aplikasi belanja online lain. Make ini belum sampai menu pencarian, di home aja gangguan sinyal terus. Udah restart hp berkali kali, cek jaringan berkali kali tetep aja hasilnya sama. Mengecewakan"
Pengguna Google,5,"Ini Bukalapak lagi kenapa ya.? Mau liat transaksi dan ke pencarian ga bisa. Udh di hapus data, di upgrade, hape di restart ulang tetep ga bisa di buka. Di suruh cek internet terus. Padahal pake wifi.. Buka aplikasi yg lain lancar2 aja."
Pengguna Google,5,"transaksi aman, menyenangkan, love it.. Tiap transaksi pembayaran angsuran kredit bisa dapet cashback,harga pulsa juga bersaing,pembelian token cepat,coba ditambah lagi untuk pembayaran leasing dan kartu kredit nya,, Satu keluhan,promo² voucher nya sekarang ngga pernah bisa dipake, keterangan nya kuota sudah habis lah,padahal voucher dipake di jam awal kuota dibuka"
Pengguna Google,5,Bagusss. Pertahankan. Klo bisa lebih di optimalkan lg dr segi pelayanan. Terutama kuota barang di flash deal. Masih terlalu sedikit jenis barangnya. Trus terkait tagihan. Supaya lebih di optimalisasi lg oleh konsumen bukalapak dengan membentuk kerja sama lebih luas lg dgn berbagai leasing pembayaran kredit motor / mobil.
Pengguna Google,1,"Makin ribet, dulu di kolom pencarian kita bisa langsung nyari toko nya dengan mudah. Trus kategori barang juga sekarang dihilangkan, padahal sebenernya fiturnya membantu banget, kecewa pokok nya #saran, diberikan fitur tambahan boleh lah, tapi janganlah sampai buang fitur yang sudah ada"
Ferdiansyah,3,"Kualitas menurun kembali, beberapa fitur kadang hanya menampilkan halaman kosong alias blank putih, promonya berkurang atau tidak menarik. Proses pengiriman yang lama, padahal belanja dengan bukalapak, bukan belanja di pelapak"
Pengguna Google,3,"Aplikasinya semakin berat, sering gak kebuka semua tampilan gambarnya.walopun signal ok dari provider sultan. Kebanyakan menu yg sebenarnya gak BERGUNA!. Tolong di simpelkan aja.atau dibikin aplikasi lg utk memisahkan menu2 anehnya"
Pengguna Google,5,"Lebih ditingkatkan lagi,masalah barang dan harga yang lebih murah lagi tetapi kualitas no 1 dan jangan lupa banyak voucher gratis ongkir dan diskon menariknya ya.untuk kurir si cepat emang cepat terbaik mantap tingkatkan terus bukalapak dan si cepat dengan kualitas bagus cepat ongkir yang terjangkau ya makasih.💯"
Sekar Mustika Ayu,2,"Buka Potongan Kalap layar putih blank, gak loading sama sekali. Mau bantu potong juga begitu layar blank, setelah di-update kenapa seperti itu sih? Harusnya apk lebih lancar lagi saat dibuka, tolong diperbaiki lagi lah bug seperti itu. Sangat menggangu buat user."
Pengguna Google,2,"Performa bugnya di perbaiki lagi, kadang suka loading dan lama ke bukanya walaupun sinyalnya bagus dan jaringan 4G,, di rutinkan lagi untuk pemeliharaan aplikasi agar lebih baik, dan nyaman untuk berbelanja,,, karena kalau begini terus customer lama2 gak nyaman dengan performa aplikasi yang menjadi kurang lancar, terimakasih"
Pengguna Google,2,"Di Pembaruan terakhir, tiap buka fitur kode kalap cuma menampilkan gambar putih & tiap akses fitur jempol kalap selalu diarahkan ke halaman untuk donlot aplikasi, padahal aplikasi sudah terinstall lama. :(( Sudah clear chace & hapus data aplikasi tapi tetap terjadi kendala yg sama."
Dokter Laptop Jombang,1,"Aplikasinya kurang sempurna, lebih jelek dari sebelumnya, kemaren buka pembelian mau konfirmasi TERIMA langsung ke menu Utama, sekarang lebih parah, pada saat memilih sesuatu yg sdh di beli malah Aplikasi langsung keluar, sdh install ulang hasil tetap sama"
Pengguna Google,2,"Pengalaman pertama yang tidak memuaskan. Program potongan kalap yg menggiurkan tapi sepertinya bohong.. Masa udah stay nunggu tiba waktu bayar. Tapi pas tiba waktu pembayaran, gagal dan kemudian langsung stok habis.. kan sengaja disetting?..."
Pengguna Google,3,"Saya membandingkan dengan aplikasi lain sebagai pelapak, BL agak ribet, ga praktis saya ga tau dimana nya ga praktis, tapi berasa panjang bangat perjalanan dengan BL. Upload foto background dan foto profil aja lama bangat, padahal signal bagus. Buat simple ajalah biar enak dan mudah."
P _14,1,"Aplikasinya sering bermasalah, padahal jaringan 4G/pake wifi tapi gak bisa buat nyari/bayar barang yg mau dipesan dan mengirim pesan kepelapak sering tidak terkirim. Tolong diperbaiki..."
Pengguna Google,1,"Saya heran sama ini aplikasi, saya mau upload2 jual barang kok kayanya susahhh bgt. Saya udah upload 4 foto, udah atur semua dr harga, berat, varian, deskripsi, ekspedisi, setelah di upload yg tampil hanya 1 foto udh gitu miring dan sm sekali gak ada fitur edit foto (crop, brightness). Sorry to say kalo saya bandingkan dengan Tokopedia yg semuanya gampang, fitur lengkap dan mudah dipahami."
Miftakhus Surur,1,"aplikasi sudah sangat baik, mohon untuk ditingkatkan sistem keamanannya terutama saat verifikasi akun. seharusnya verifikasi diprioritaskan ke email karena no handphone mudah hilang dan ganti sedangkan email mungkin hanya pengguna saja yg tau username dan password nya. dan untuk pengajuan ganti nomor hp yg hilang pun agak susah karena harus mengisi beberapa form2 dan memenuhi persyaratan2 lampiran."
Pengguna Google,1,"Adakah yg seperti saya? Saya belanja pakai fitur bayar nanti pada bulan februari kemarin, tapi sampai sekarang mau bayar tagihan nya tetap ga bisa.. Takutnya nanti setelah fitur bayar nanti selesai diperbaiki, bunganya jadi buanyak, padahal sy yg dipaksa nunggak.. Sy sudah sering komplain berkali kali tapi tidak ada hasil yg memuaskan.."
Fajar Iswadi,5,"belanja onlen jd mudah . update tracking nya juga aktual ga trlalu lama kaya aplikasi sebelah, harganya jg dominan lebih murah. over all lumayan lengkap dari semua yg saya perlukan selama ini, ada. manteb"
Pengguna Google,1,"E commerce yg ini hampir sudah tidak ada nilai tambahnya. Super nego skrg sudah tdk bs dipake (percuma, harganya tetap segitu ga bisa turun). Ongkir bahkan di mark up, bisa naek sampe Rp1500 dari tarif resmi kurirnya (ini msh di luar asuransi). Pernah komplain ttg transaksi, disuruh tunggu 24 jam tau2 langsung dianggap masalah sudah selesai. Aplikasi sangat ngelag dibanding e commerce yg lain, pernah komplain, dibilang gara2 cache HP dan sinyal, pdhl aplikasi e commerce lain lancar di HP yg sama"
Pengguna Google,5,"Aplikasi Yang Bener"" Ajaib,Serba Ada dan lengkap di dalemnya. Terimakasih banyak,merasa terbantu banget dengan aplikasi bukalapak . Sukses Terus dan terus berkembang dengan menambah fitur yang INOVATIF,sekian."
F. Deddy,3,"Makin kesini aplikasinya makin tidak senyaman dulu..padahal sebentar2 minta update..tapi ga ada efeknya..sudah pake versi terbaru tapi masih aja setiap buka page,discroll ke bawah malah balik lagi ke halaman awal..ini gimana"
Pengguna Google,5,"Sampai detik ini si saya blom ada kendala berarti saat belenja di BL , Hanya saja kalo bisa app nya di buat lebih ringan, karena ada beberapa fitur yang susah di buka seperti buka reksa yg kadang2 sangat lama bukanya atau fitur potong dan lain2 malah blenk padahal koneksi saya ga bermasalah ... itu aja si semoga di dengar.."
Chazaros,1,Cashbacknya berupa credit atau pinjaman .jadi bukan untuk kita.karena kalo credit atau bonusnya dipake nantinya dipotong otomatis saldo kita pas transaksi pada tanggal jatuh tempo. Jadi itu bukan bonus bos ku bukalapak. Itu namanya ngasih pinjaman. Kaya toko sebelah dong ngasih cashbak nya. Ga ditarik lagi.
Pengguna Google,2,"Sangat membantu terimakasih bukalapak.. Tolong perbaiki kolom komplain dan claim yang sangat tidak memudahkan yang seharusnya sekalik ketik dan klik jadi berulang"".. Apa lagi selalu hank saat input foto yang bisa berkali seperti app belum siap terbit.."
Pengguna Google,5,"Aplikasinya sangat membantu untuk mencari sesuatu..dan yang menarik..banyak ongkir gratisnya..yg tanpa minimal belanja Ketika ada masalah dalam transaksi, operator bukalapak...cepat dalam mengatasi masalah..."
Pengguna Google,2,"Awalnya Bukalapak ini sangat menarik dan asyik untuk digunakan tetapi sekarang sudah berupa seperti untuk layanan komplain lama, kode promo diskon untuk bayar tagihan tidak bisa digunakan alasannya kuota habis dan uang potongan/ diskon knp tidak langsung kembali ke dompet dana. Mohon berkaca kembali kepada sang kompetitor seperti shopee dan Tokopedia, mereka jelas memberikan akses lengkap yang memudahkan kepada calon pelanggan. Semoga apa yang sy utarakan di atas bisa ditanggapi. Makasih"
Panji Agung,1,"Promonya ngga ada yang bener, dari mulai potongan kalap, pulsa, gratis ongkir. Saat dipakai untuk transaksi malah zonk (tidak bisa). Promo dipakai atau diiklankan untuk menarik minat pembeli, TAPI... saat mau beli dan mendapatkan promo tersebut malah zonk. PERBAIKI YA!! SEMOGA MENJADI APLIKASI YANG BAIK."
Pengguna Google,1,"kecewa berat gak bisa update versi terbaru, padahal udah bela2in kosongin internal sampai 2,5GB hasilnya nihil. sudah di instal ulang tetap saja gagal pas proses pemasangan. download via apkpure juga tetap gagal pemasangan. saya coba instal aplikasi lain lancar aja gak ada masalah, cuman bukalapak aja yang begini. sekali lagi saya KECEWA BERAT SAMA BUKALAPAK."
Pengguna Google,5,"Makin mantap saja ini BukaLapak, semua sistem simple dan ga banyak berubah tempat menu'nya dan strategis jadi ga akan pernah kebingungan pakenya, meski menu ga banyak berubah fiturnya makin meningkat dong pastinya. Dan yg penting jalanin aplikasinya lancar ga berjeda. Ga kaya tempat sebelah sering terjeda bikin emosi'an, yg warna orange ituh"
Pengguna Google,2,"Bukalapak sekarang sangat mengecewakan, banyak menu2 yg hilang/tidak ada lagi (contoh menu ""estimasi ongkos kirim) gambar/foto produk yg ditawarkan tdk bisa diperbesar. Terpaksa pindah saja ke lain hati. Rating sy turunkan dari bintang 4 menjadi 2 bintang saja. Ternyata BL yg ter update di gadget sy yg versi beta. Skr sdh versi yg full, sehingga saya dpt memantau ongkir spt yg sy inginkan. Dengan terpaksa sy kembali lagi HANYA menggunakan BL jika saya belanja2 via OL, krn BL sangat friendly pol"
Pengguna Google,2,"Aplikasinya terlalu berat, seperti RAM; Bandwitch & Sizenya. (*Note; Jikalau digunakan di Smarphone berdaya rendah/ tipe lama maka tidak akan baik performa diawal buka aplikasi/ loading lama)."
Pengguna Google,1,"awalnya aplikasi berjalan lancar, tetapi sekitar seminggu yg lalu mau di update tidak bisa, setelah saya uninstal dan coba download lagi setelah download 100% ada keteranga menginstal lama sekali dan yg muncul keterangan download kembali. sudah saya coba mungkin ada 10 kali, handphone sudah di restart juga hasilnya sama. handphone saya Android versi 5.1.. jd lebih banyak belanja di tokopedia krn sudah tidak ada alikasinya di hp.. sesekali aja lewat dekstop"
AIS GLOBAL,2,"Aplikasi ok tapi loading saat dibuka, search produk serta utk munculkan produknya super lemot dan lama bangeeeet... Awalnya ku kira jaringan data eror, tapi dicoba diaplikasi sebelah sprti tokosidia, shopi, youtube, dll lancar dan cepat... Mohon maaf tak cabut dlu aplkasinya. Smoga saja ada peningkatan lagi kedepannya..."
Pengguna Google,5,"Saya puas menggunakan bukalapak, dan saya mempertahankan menggunakan bukalapak karena karya anak bangsa. Tapi tolong diperbaiki lagi, khususnya agar catatan kepada pelapak usai transaksi pembayaran masih bisa diubah. Dan agar alamat masih bisa diubah selama belum pembayaran."
Pengguna Google,1,Sangat kecewa!!!!saya udah nunggu satu minggu pesanan saya tapi malah barangnya hilang kata abang ekspedisinya. Katanya diganti eh malah barang yang diganti beda merk. Gimana ini? Udah pengirimannya lama eh barang malah hilang. Beda dengan apk sebelah. Pengiriman cepat barangnya terjamin oleh ekspedisi ramah ramah pula
Advan S4e123,5,"Dulu lancar, Sekarang pas buat buka transaksi (dulu ada tombol: barang di terima, sekarang gak ada), jadi bingung mau memberi ulasan dimana, Saat klik tombol klaim juga selalu membuka ulang aplikasi, Udah update aplikasi tetap saja, Udah uninstal & instal lagi juga tetap. Tolong di perbaiki."
Pengguna Google,1,"Aplikasi payah, sudah menurun kualitasnya dibanding para pesaing nya. Hanya menanggapi satu kasus yang nilainya dibawah 1jt saja masih mencari untung berlebihan. Tidak transparan dan Lemot dalam menanggapi dan memahami permasalahan Customer!!!"
Pengguna Google,5,Filter lokasi nggk up tude . Tidak fungsi filter lokasi. Kesulitan saat mencari lokasi penjual tampilan kembali ke semua propinsi. Kalau bisa pilih propinsi dan ada kota pilihan seperti jatim kota surabaya. Malang dan sekitarnya Agar lebih mudah saat pencarian
said ramadhan,3,"Bukalapak tolong Coba adakan pembayaran COD, Kalau Pembayaran lewat online mungkin gak semua orang punya,sekalipun punya rekening pasti ada biaya tambahan transfernya, kalau melalui indomart/alfamart pasti ada biaya tambahan admin nya, kalau pembayaran COD kan gak ada biaya tambahan lagi. Itu saja saran nya..."
Pengguna Google,3,"Bagus, ada 1 kekurangan, sistem input barang kurang stabil, suka berubah sendiri, contoh: untuk tanda centang ""baru"", karena kondisi barang second maka centang dihilangkan, tapi saat kita input keterangan selanjutnya, tanda centang ""baru"" terpasang lagi, akhirnya pada saat dipublish keterangan barang dlm kondisi baru, tdk sesuai yg diinginkan, juga nilai stok barang, berubah sendiri pada saat edit ulang, sampai² ada buyer yg sifat curiganya extrem batal beli cuma gara² nilai stok berubah"
Darwin Danil,5,"Simple dan Sistematis, cuma retrieve dalam cari barang spy lebih terstruktur, artinya dalam pencarian barang via kata, jangan dikeluarkan juga barang2 yang tidak sesuai kata, sebaiknya ada standarisasi nama barang spy pencarian bisa lebih cepat.."
KOMUNITAS GOBIS CHEKER GRUP,1,"Hai. Admin Pada Aplikasi terbaru / terupdate Kami menemukan bug pada Halaman bantuan & komplain ""blank ( kosong )"" tdk bs mengajukan komplain dan bantuan. hrs komplain kmn klo transaksi bermasalah...? "" lapor ke polda "". Harap diperbaiki."
Pengguna Google,5,"Aplikasi yg merekomendasikan barang yg sama dalam satu halaman dengan harga dan toki yg bervariasi, sehingga pelanggan bisa memilih mana yg paling sesuai.. Lebih bagus ini user interface nya dibanding startup sebelah"
Pengguna Google,4,"Untuk pelayanan sudah sangat baik. Promo banyak walaupun belum pernah dapat. Cuma kadang agak telat respon aplikasinya. Sepertinya berat. Kadang suka lambat membuka halaman halaman tertentu, seperti info transaksi atau promo. Apalagi kalau signal kurang stabil. Wah repot"
Said Nahri Hilmi,4,"Saran min.. tambahin fitur give rating ke pelapak sama kurir.. setiap saya mau lihat rating tentang produknya malah kebanyakan rating buat toko sama kurir... Dan fitur pencarian ditingkatkan lagi, Terkadang saya urut yg termurah malah kadang ada produk push yg ngalangin dan beda dg barang yg sedang saya cari.."
paliso palisoe,2,"Sepertinya aplikasi ini ada sedikit kesalahan, saya selalu gagal untuk verifikasi data diri saya, dengan alasan poto kurang jelas. Padahal berulang kali saya poto hasilnya memang mendadak jadi buram setelah poto tersimpan,seolah resolusi kamera hp saya berkurang drastis. Padahal aslinya jelas terang resolusi tinggi hingga terlihat tulisan di KTP saya. namun setiap poto di klik masuk dalam data diri, hasilnya buram sekali. Mohon di perbaiki. atau saran lain. Terima kasih."
sabri adm,5,awalnya kemarin ragu karena uang tertahan di rekening bukalapak.. ternyata terkunci.. setelah ajukan pengaduan akhirnya bisa terbuka dan bisa transaksi lagi.. saya sangat suka dengan aplikasi bukalapak karena menu pencarian barang lebih mudah beda dengan aplikasi olshop lain... saran saja tambah dong akses belanja online ke luar negeri.. soalnya dari luar ongkirnya lebih murah... terimah kasih bukalapak sukses terus
Tekos Kota,1,"Terlalu memihak kepada penjual.. proses komplain lama, mana program promonya gak ada yg menarik sama sekali, masih terlalu banyak syarat, pakai kredivo/ dana lah, ribett beda kayak shopee dan tokped.. selalu banyak promo dan cashback tanpa ribet, yang balas robot pola, wkwkkw"
Pengguna Google,5,Belanja tanpa ribet cukup transfer d gerai pun bisa . Jd enak wlwpun ga punya atm juga :) menu nya juga jelas dan cara pembeliannya mudah ga bikin ribet. Yang paling bkin aman uang kita bisa kembali jika barang tidak sampai dg ketentuan waktu tertentu
Muhamad Fakhrul,3,Selama berbelanja lancar tidak ada masalah. Tetapi sistem applikasi harus diperbaiki. Sebab ketika di refresh app terasa lemot sekali. Dan juga sering error. Sehingga harus keluar app lalu masuk lagi
