	informal	formal
15258	disruduk	diseruduk
15259	dstiap	disetiap
15260	disiapin	disiapkan
15261	disinisin	disinisi
15262	disipitin	disipitkan
15263	disiramin	disirami
15264	diskon2	diskon diskon
15265	diskrening	diskrining
15266	dis	diskualifikasi
15267	diskusikde	diskusi
15268	disodorin	disodorkan
15269	diplay	display
15270	district9	district
15271	dilike	disukai
15272	disukain	disukai
15273	dsusul	disusul
15274	ditabayunin	ditabayuni
15275	ditampol	ditabok
15276	ditambah2i	ditambah tambahkan
15277	ditanggapin	ditanggapi
15278	ditanggepi	ditanggapi
15279	ditanggepin	ditanggapi
15280	ditangkapin	ditangkap
15281	ditangkp	ditangkap
15282	ditaroin	ditaruhkan
15283	ditawarin	ditawari
15284	ditegor	ditegur
15285	ditelpon	ditelepon
15286	ditempatin	ditempatkan
15287	ditemuin	ditemukan
15288	ditenggelamin	ditenggelamkan
15289	diterapin	diterapkan
15290	diterapkanÃ¢	diterapkan
15291	diteriakin	diteriaki
15292	dterima	diterima
15293	dtrma	diterima
15294	ditetapkn	ditetapkan
15295	ditidurin	ditiduri
15296	ditinggalin	ditinggalkan
15297	diupgrade	ditingkatkan
15298	ditolerir	ditoleransi
15299	dtuduh	dituduh
15300	dtukarkn	ditukarkan
15301	ditungguin	ditunggu
15302	dirubah	diubah
15303	dirubh	diubah
15304	drobah	diubah
15305	diulang2	diulang ulang
15306	diungkit2	diungkit ungkit
15307	diushakan	diusahakan
15308	diusilin	diusili
15309	diutarain	diutarakan
15310	diwajibin	diwajibkan
15311	dwaspadai	diwaspadai
15312	djarotcalonnapi	djarot calon narapidana
15313	djarotsihar2	djarot sihar 2
15314	djarotsiharmenang	djarot sihar menang
15315	dnnya	dnanya
15316	dinungo	doa
15317	dodigiri4sumsel	dodi giri 4 sumatera selatan
15318	doesn	does not
15319	dog	dog
15320	dorg	dog
15321	dogfighting	dog fighting
15322	doiÃ°	doi
15323	doido	doi
15324	dokter2	dokter dokter
15325	dokter2nya	dokter dokternya
15326	dra	doktoranda
15327	drs	doktorandes
15328	doktrin2	doktrin doktrin
15329	dollar	dolar
15330	dool	doll
15331	domba2	domba domba
15332	donal	donald
15333	donkz	dong
15334	dunn	dong
15335	dongo	dongok
15336	dongokk	dongok
15337	dongoo	dongok
15338	dongook	dongok
15339	dongoin	dongokkan
15340	donii	doni
15341	donordarah	donor darah
15342	doronguntuk	dorong untuk
15343	dosa2	dosa dosa
15344	dosadosa	dosa dosa
15345	doublefuck	double fuck
15346	doer	dower
15347	dramaahokdikriminalisasi	drama ahok dikriminalisasi
15348	drakor	drama korea
15349	drifit	dri fit
15350	duaÃ¢	dua
15351	dua2	dua dua
15352	duduk2	duduk duduk
15353	dudukin	duduki
15354	dkung	dukung
15355	dukuung	dukung
15356	dukung2	dukung dukung
15357	dukungsidangistimewampr	dukung sidang istimewa majelis permusyawaratan rakyat
15358	dluu	dulu
15359	dolo	dulu
15360	dulu2	dulu dulu
15361	duluin	dulukan
15362	dlulah	dululah
15363	dumxcamping	dum camping
15364	dumbception	dumb ception
15365	dunguÃ¢	dungu
15366	dungu2periode	dungu dua periode
15367	dunyo	dunia
15368	dumay	dunia maya
15369	dunningkrugereffect	dunning kruger effect
15370	dustakaan	dustakan
15371	dubes	duta besar
15372	eaa	eak
15373	eaak	eak
15374	eaakk	eak
15375	eeaa	eak
15376	ehak	eak
15377	ecehh	ececeh
15378	ecek2	ecek ecek
15379	edann	edan
15380	eds	edisi
15381	edotensei	edo tensei
15382	efec	efek
15383	efekbacaberita	efek baca berita
15384	effektif	efektif
15385	egoism	egoisme
15386	eeh	eh
15387	eanjink	eh anjing
15388	eastaga	eh astaga
15389	egataunye	eh enggak taunya
15390	eemelawan	eh melawan
15391	eifell	eiffel
15392	eittss	eits
15393	ekjayati	ekajati
15394	economic	ekonomi
15395	economics	ekonomi
15396	economy	ekonomi
15397	ekonomiÃ¢	ekonomi
15398	egp	emang gue pikir
15399	dunno	enggak tau
15400	eheh	hehe
15401	ehehe	hehe
15402	eheheh	hehe
15403	ehhe	hehe
15404	eehm	hem
15405	ehem	hem
15406	eeyeww	iyuh
15407	djiaa	jiah
15408	djoss	keren
15409	ebih	lebih
15410	dimples	lesung pipi
15411	eii	oi
15412	editing	pengeditan
15413	dklovers	penggemar dk
15414	disbitch	perek
15415	dlongap	plonga
15416	dlongop	plongo
15417	drivernya	sopirnya
15418	ee	tai
15419	eek	tai
15420	eeq	tai
15421	download	unduh
15422	dzalim	zalim
15423	dzholimnya	zalimnya
15424	dzat	zat
15425	dzikir	zikir
15426	event2	acara acara
15427	eventnya	acaranya
15428	elah	alah
15429	elaj	alah
15430	enjing	anjing
15431	geni	api
15432	eyo	ayo
15433	gemana	bagaimana
15434	gima	bagaimana
15435	gimame	bagaimana
15436	gmni	bagaimana nih
15437	gimanasi	bagaimana sih
15438	gmnsi	bagaimana sih
15439	ginich	begini
15440	gini2	begini begini
15441	ginilah	beginilah
15442	getoo	begitu
15443	gt2	begitu begitu
15444	gtuan	begituan
15445	gsnya	bintang tamunya
15446	foong	bohong
15447	form	borang
15448	formnya	borangnya
15449	fakuy	cihui
15450	getih	darah
15451	erau	derau
15452	ekonomiri	ekonomi
15453	ekosistim	ekosistem
15454	ekotrenganjaryasinno1	ekotren ganjar yasin no 1
15455	exis	eksis
15456	exist	eksis
15457	eksklusifitas	eksklusivitas
15458	exodus	eksodus
15459	exorcism	eksorsisme
15460	exorcist	eksorsisme
15461	exotic	eksotik
15462	expansi	ekspansi
15463	expat	ekspat
15464	ekspresiny	ekspresinya
15465	expresinya	ekspresinya
15466	extra	ekstra
15467	extravaganzabanyumas	ekstra vaganza banyumas
15468	extrac	ekstrak
15469	ekstrim	ekstrem
15470	ekstrem2an	ekstrem ekstreman
15471	ekstrimis	ekstremis
15472	extrimis	ekstremis
15473	ekstrimisme	ekstremisme
15474	extrovert	ekstrover
15475	emtek	elang mahkota teknologi
15476	eletabilitas	elektabilitas
15477	elektabilitaanya	elektabilitasnya
15478	ektp	elektonik kartu tanda penduduk
15479	elshintaituakurat	elshinta itu akurat
15480	elusin	elusi
15481	emabel	embel
15482	embel2	embel embel
15483	embel2nya	embel embelnya
15484	embelÃ¢Â²	embel embelnya
15485	emotion	emosi
15486	esmosi	emosi
15487	empathy	empati
15488	emut2	emut emut
15489	emutin	emutkan
15490	ena	ena
15491	enaenain	ena ena
15492	enaak	enak
15493	enak2	enak enak
15494	engcer	encer
15495	esdm	energi dan sumber daya mineral
15496	emggak	enggak
15497	enga	enggak
15498	gakan	enggak akan
15499	gppalah	enggak apalah
15500	gabakalan	enggak bakalan
15501	gabener	enggak benar
15502	gabenernya	enggak benarnya
15503	gaiza	enggak bisa
15504	gbisa	enggak bisa
15505	gabole	enggak boleh
15506	gacuma	enggak cuma
15507	gadeng	enggak deng
15508	gakdeng	enggak deng
15509	gak2	enggak enggak
15510	gaabis	enggak habis
15511	gakhabispikir	enggak habis pikir
15512	geje	enggak jelas
15513	gajedot	enggak jelas ngentot
15514	gajetot	enggak jelas ngentot
15515	gakelamaan	enggak kelamaan
15516	gakliatan	enggak kelihatan
15517	gakerasa	enggak kerasa
15518	gamalu	enggak malu
15519	gakmau	enggak mau
15520	gkmau	enggak mau
15521	gmw	enggak mau
15522	gangerti	enggak mengerti
15523	gamungkin	enggak mungkin
15524	gapaham	enggak paham
15525	gapeka	enggak peka
15526	gakpernah	enggak pernah
15527	gasadar	enggak sadar
15528	gaksi	enggak sih
15529	gaksie	enggak sih
15530	gasi	enggak sih
15531	gasii	enggak sih
15532	gaush	enggak usah
15533	gosah	enggak usah
15534	gakl	enggaklah
15535	gakla	enggaklah
15536	eps	episode
15537	endorgan	erdogan
15538	esdegan	es degan
15539	euyy	euy
15540	eventho	event
15541	eo	event organizer
15542	excitingbantenonsebabaduy	exciting banten seba baduy
15543	exocomingsoon	exo coming soon
15544	exomedals	exo medals
15545	exoonburjkhalifa	exo on burj khalifa
15546	exoplanet	exo planet
15547	exiting	exsisting
15548	facupfinal	fa cup final
15549	facrbook	facebook
15550	fesbuk	facebook
15551	fadly	fadli
15552	fadlizon	fadli zon
15553	fadlizone	fadli zon
15554	fahmu	fahmi
15555	fahrisetan	fahri setan
15556	fait	faith
15557	faithÃ¢	faith
15558	facta	fakta
15559	faktafreeport	fakta freeport
15560	faktany	faktanya
15561	fisip	fakultas ilmu sosial dan ilmu politik
15562	fkm	fakultas kesehatan masyarakat
15563	fala	fals
15564	family	famili
15565	ff	fan fiction
15566	fanfic	fan fiction
15567	ffgenpi	fan fiction genpi
15568	fftv	fan film televisi
15569	fp	fan page
15570	fansbase	fanbase
15571	fansboy	fanboy
15572	fansnya	fannya
15573	fantasiin	fantasikan
15574	fantastic	fantastis
15575	fantastik	fantastis
15576	fanyaclarisha	fanya ckarisha
15577	farhatabbaslaw	farhat abbas law
15578	faridz	fariz
15579	fasiq	fasik
15580	fathonah	fatanah
15581	fatwasahur	fatwa sahur
15582	fauziah	fauziyah
15583	favourite	favorit
15584	favourites	favorit
15585	fmi	federasi mountaineering indonesia
15586	fifa	federation of international football association
15587	feell	feel
15588	ferdinand	ferdinan
15589	fwg2018	festival wong gunung 2018
15590	fie	fi
15591	fiykum	fiikum
15592	filem	film
15593	flim	film
15594	film2	film film
15595	filmmalam	film malam
15596	ftv	film televisi
15597	flimnya	filmnya
15598	filaafat	filsafat
15599	finallyy	finally
15600	financialplanningsyariah	financial planning syariah
15601	findinghyukjae	finding hyukjae
15602	firman2	firman firman
15603	fizik	fisik
15604	fitn	fit
15605	fitneh	fitnah
15606	fiks	fix
15607	falshback	flashback
15608	fmb9	fm
15609	focus	fokus
15610	folky	folk
15611	fyi	for your information
15612	fkdm	forum kewaspadaan dini masyarakat
15613	fkl	forum konservasi leuser
15614	fkpt	forum koordinasi pencegahan terorisme
15615	forkopimda	forum koordinasi pimpinan daerah
15616	fpk	forum pembauran kebangsaan
15617	forikan	forum peningkatan konsumsi ikan nasional
15618	ftho	foto
15619	fotomemek	foto memek
15620	fotosyut	foto shoot
15621	fourtwnty	four twenty
15622	foya2	foya foya
15623	freepalestine	free palestine
15624	freethinker	free thinker
15625	freemasonry	freemason
15626	feeport	freeport
15627	freefort	freeport
15628	freepor	freeport
15629	frefoort	freeport
15630	freport	freeport
15631	frepot	freeport
15632	freeport51	freeport 51
15633	frezzer	freezer
15634	fwb	friends with benefit
15635	fpi	front pembela islam
15636	fpie	front pembela islam
15637	fak	fuck
15638	fck	fuck
15639	fckk	fuck
15640	fcx	fuck
15641	fucc	fuck
15642	fuckry	fuck
15643	fuckyou	fuck you
15644	faker	fucker
15645	fuggin	fucking
15646	fullbody	full body
15647	fushilat	fussilat
15648	futcal	futsal
15649	fuyyoo	fuyooo
15650	gbung	gabung
15651	gegadis	gadis
15652	gadu	gaduh
15653	gaduhkarenaahok	gaduh karena ahok
15654	gagahin	gagahi
15655	galfok	gagal fokus
15656	gamon	gagal move on
15657	gamonin	gagal move on
15658	gagalpaham	gagal paham
15659	gaptek	gagap teknologi
15660	gagasancakimin	gagasan cak imin
15661	goib	gaib
15662	gairqh	gairah
15663	gajihnya	gajinya
15664	galapremiere	gala premiere
15665	galerydiskominfometro	galeri dinas komunikasi dan informatika
15666	gambaq	gambar
15667	gambar2	gambar gambar
15668	gandoskui	gandos itu
15669	g3nkbenkz	gangbang
15670	ganjaryasin	ganjar yasin
15671	ganjaryasin1	ganjar yasin 1
15672	ganjaryasinmenang	ganjar yasin menang
15673	gantengs	ganteng
15674	ganteng2nya	ganteng gantengnya
15675	gantianyar	ganti baru
15676	gantipreisden	ganti presiden
15677	gantipresi	ganti presiden
15678	gantipreside	ganti presiden
15679	gantipresiden	ganti presiden
15680	gantipresiden2019	ganti presiden 2019
15681	gantipresidenyuk	ganti presiden yuk
15682	gapleh	gaple
15683	garagara	gara gara
15684	gegara	gara gara
15685	gaass	gas
15686	gass	gas
15687	ges	gas
15688	gatal2	gatal gatal
15689	getel	gatel
15690	guwatel	gatel
15691	gatse	gates
15692	gatsu	gatot subroto
15693	gaungin	gaungkan
15694	gawatt	gawat
15695	gayfitness	gay fitness
15696	gayasia	gay asia
15697	gaybandung	gay bandung
15698	gaybear	gay bear
15699	gaybrondong	gay berondong
15700	gaybottom	gay bottom
15701	gayboy	gay boy
15702	gaychaser	gay chaser
15703	gaycirebon	gay cirebon
15704	gayindo	gay indonesia
15705	gayindonesia	gay indonesia
15706	gayjakarta	gay jakarta
15707	gaylokal	gay lokal
15708	gaysex	gay sex
15709	gaytangger	gay tangger
15710	gaytop	gay top
15711	gayvid	gay video
15712	gayvideo	gay video
15713	gayjogja	gay yogyakarta
15714	gayyogyakarta	gay yogyakarta
15715	gaye	gaya
15716	gayya	gaya
15717	gazamassacre	gaza massacre
15718	gazaunderattack	gaza under attack
15719	gebukin	gebuk
15720	gebukpki	gebuk partai komunis indonesia
15721	gpbg	gebyar pesona budaya garut
15722	gd	gede
15723	gede2	gede gede
15724	gedein	gedekan
15725	gejala2	gejala gejala
15726	gelangkode	gelang kode
15727	gelapin	gelapi
15728	gelarÃ¢Â seminar	gelar seminar
15729	gelombangbiru	gelombang biru
15730	gbk	gelora bung karno
15731	gemasatukata	gema satu kata
15732	gemasatukata2018	gema satu kata 2018
15733	gmz	gemas
15734	gemesh	gemas
15735	gemes2nya	gemas gemasnya
15736	gemasian85	gemasian 85
15737	gombel	gembel
15738	gemeter	gemetar
15739	gempak	gempa
15740	genepin	genapi
15741	gencarÃ¢	gencar
15742	genjat	gencat
15743	gendero	genderuwo
15744	genderowo	genderuwo
15745	genpi	generasi pesona indonesia
15746	genpicilegon	generasi pesona indonesia cilegon
15747	gengen	geng
15748	genk	geng
15749	geng2	geng geng
15750	genjer2	genjer genjer
15751	gentlemen	gentleman
15752	geopolitk	geopolitik
15753	graham	geraham
15754	gc	gerak cepat
15755	gercep	gerak cepat
15756	gerakin	gerakan
15757	gerakkn	gerakan
15758	g30s	gerakan 30 september
15759	g30spki	gerakan 30 september partai komunis indonesia
15760	gafatar	gerakan fajar nusantara
15761	gerakanindonesiabersyukur	gerakan indonesia bersyukur
15762	gmbi	gerakan masyarakat bawah indonesia
15763	gnpf	gerakan nasional pengawal fatwa
15764	gto	gerbang tol otomatis
15765	geruduk	gerebek
15766	gruduk	gerebek
15767	geraja	gereja
15768	greja	gereja
15769	gbkp	gereja batak karo protestan
15770	gereja2	gereja gereja
15771	gki	gereja kristen indonesia
15772	gkj	gereja kristen jawa
15773	gkjw	gereja kristen jawi wetan
15774	gkp	gereja kristen protestan
15775	gkps	gereja kristen protestan simalungun
15776	grepe	gereoe
15777	gerindong	gerindra
15778	grindr	gerindra
15779	grindra	gerindra
15780	gerombolam	gerombolan
15781	grombolan	gerombolan
15782	grombolanya	gerombolannya
15783	grung	gerung
15784	gesek2	gesek gesek
15785	gesek2an	gesek gesekan
15786	gesekin	gesekan
15787	giat2nya	giat giatnya
15788	gihh	gih
15789	gendheng	gila
15790	gil	gila
15791	gla	gila
15792	giladong	gila dong
15793	gila2an	gila gilaan
15794	gilakan	gilakan
15795	giting	ginting
15796	giveup	give up
15797	glam	glamor
15798	globalÃ¢	global
15799	globalÃ¢Â 3	global
15800	globalmapper	global mapper
15801	gps	global positioning system
15802	gsm	global system for mobile
15803	goblik	go publik
15804	gth	go to hell
15805	gblg	goblok
15806	gblk	goblok
15807	goblo	goblok
15808	goblokk	goblok
15809	gobloo	goblok
15810	gobs	goblok
15811	goublog	goblok
15812	guoblok	goblok
15813	guoplok	goblok
15814	goblok2	goblok goblok
15815	goblogin	goblokan
15816	goblokin	goblokan
15817	gblknya	gobloknya
15818	guobloge	gobloknya
15819	goestofestivaltamb	goes to festival thumb
15820	goodbener	good benar
15821	goodluck	good luck
15822	gst	goods and services tax
15823	geogle	google
15824	gogle	google
15825	gugel	google
15826	goren	goreng
15827	goregan	gorengan
15828	goyang2	goyang goyang
15829	grabtakesyouthere	grab takes you there
15830	grameds	gramedia
15831	gta	grand theft auto
15832	greatreturnmarch	great return march
15833	greentea	green tea
15834	greenteaa	green tea
15835	grundr	grindr
15836	gronbrekeng	groundbreaking
15837	growlr	growl
15838	grooup	grup
15839	group	grup
15840	groupnya	grupnya
15841	goa	gua
15842	gubenue	gubernur
15843	gubernurÃ¢	gubernur
15844	gubernurzamannow	gubernur zaman now
15845	gubraak	gubrak
15846	eug	gue
15847	guak	gue
15848	guhe	gue
15849	guwa	gue
15850	gwa	gue
15851	gue2	gue gue
15852	gwelah	guelah
15853	gulingin	gulingkan
15854	gunain	gunakan
15855	gunaannya	gunanya
15856	gungg	gunung
15857	gunungsitoli	gunung sitoli
15858	guss	gus
15859	gusdur	gus dur
15860	gusipu	gus ipul
15861	gusipulmbakputi	gus ipul mbak puti
15862	gusipulputi2	gus ipul puti 2
15863	gusipulputimenang	gus ipul puti menang
15864	gusipulputisantun	gus ipul puti santun
15865	gusmus	gus mus
15866	gustii	gusti
15867	gustibangkalan	gusti bangkalan
15868	gustitopmarkotob	gusti top markotop
15869	gaes	guys
15870	gaesÃ°	guys
15871	gaess	guys
15872	gaiis	guys
15873	gengss	guys
15874	haa	ha
15875	haahaha	haha
15876	err	hem
15877	fuh	huh
15878	fuhh	huh
15879	fui	huh
15880	fuih	huh
15881	eomma	ibu
15882	eslam	islam
15883	eyup	iya
15884	elekku	jelekku
15885	geleh	jijik
15886	gan	juragan
15887	eonni	kakak
15888	eonnie	kakak
15889	glojotan	kelojotan
15890	encan	kencan
15891	eramas	keramas
15892	eruh	keruh
15893	esan	kesan
15894	evillaugh	ketawa jahat
15895	guyon2	ketawa ketawa
15896	elloo	lu
15897	eloe	lu
15898	eluh	lu
15899	elunya	lunya
15900	emaka	mak
15901	emakemak	mak mak
15902	emyu	manchester united
15903	gelem	mau
15904	geleme	maunya
15905	emange	memangnya
15906	emgnya	memangnya
15907	gaweni	membuat
15908	engaku	mengaku
15909	elakkan	mengelakkan
15910	gilani	menggilakan
15911	following	mengikuti
15912	gomong	mengomong
15913	gmgnya	mengomongnya
15914	endasmu	ndasmu
15915	gapain	ngapain
15916	enthu	ngentot
15917	entotanya	ngentotannya
15918	eue	ngewe
15919	ew	ngewe
15920	ewe	ngewe
15921	ewean	ngewe
15922	ewek	ngewe
15923	ewi	ngewe
15924	eww	ngewe
15925	eyy	oi
15926	fahum	paham
15927	fahami	pahami
15928	falsu	palsu
15929	fantas	pantas
15930	fantasan	pantas saja
15931	fekaes	partai keadilan sejahtera
15932	gawean	pekerjaan
15933	gaweanne	pekerjaannya
15934	gaweannya	pekerjaannya
15935	fahaman	pemahaman
15936	emprop	pemerintah provinsi
15937	engap	pengap
15938	fllwr	pengikut
15939	folower	pengikut
15940	followerswajibtahu	pengikut wajib tahu
15941	followermu	pengikutmu
15942	figura	pigura
15943	fihak	pihak
15944	fikirin	pikirkan
15945	fikirkan	pikirkan
15946	finta	pinta
15947	fifis	pipis
15948	fulang	pulang
15949	eman2	sayang
15950	esde	sekolah dasar
15951	geus	sudah
15952	etapi	tapi
15953	endog	telur
15954	goollnya	tujuannya
15955	ekwkwkw	wkwk
15956	haddeehh	aduh
15957	hadeeh	aduh
15958	hadehh	aduh
15959	hadekh	aduh
15960	hadeuhh	aduh
15961	hadeuuhh	aduh
15962	hadoii	aduh
15963	haduhh	aduh
15964	hduh	aduh
15965	hailah	alah
15966	halaah	alah
15967	halagh	alah
15968	halah	alah
15969	heleh	alah
15970	hilih	alah
15971	hanjing	anjing
15972	hanjer	anjir
15973	hapa	apa
15974	hayok	ayo
15975	hayoo	ayo
15976	hayu	ayo
15977	hayukakertajati	ayo ke kertajati
15978	hedon	boros
15979	haetda	buset dah
15980	heula	cepat
15981	image	citra
15982	imej	citra
15983	imagenya	citranya
15984	ianya	dianya
15985	huf	duh
15986	huft	duh
15987	huuft	duh
15988	inkulturasim	enkulturasi
15989	inkulturisasi	enkulturasi
15990	idk	gue gak tau
15991	hah	ha
15992	habes	habis
15993	habi	habis
15994	habiiss	habis
15995	habisgelapterbitlahterang	habis gelap terbitlah terang
15996	habis2	habis habis
15997	habisin	habiskan
15998	hekell	hacker
15999	hdapan	hadapan
16000	hdi	hadi
16001	hadials	hadiah
16002	hadist	hadis
16003	hadith	hadis
16004	hadits	hadis
16005	haditsnya	hadisnya
16006	hafidz	hafiz
16007	hafizh	hafiz
16008	hahaa	haha
16009	hahaahhaha	haha
16010	hahah	haha
16011	hahahaa	haha
16012	hahahaahah	haha
16013	hahahah	haha
16014	hahahaha	haha
16015	hahahahaa	haha
16016	hahahahah	haha
16017	hahahahahaa	haha
16018	hahahahahaahabababba	haha
16019	hahahahahaahahha	haha
16020	hahahahahah	haha
16021	hahahahahaha	haha
16022	hahahahahahah	haha
16023	hahahahahahahaha	haha
16024	hahahahahha	haha
16025	hahahahhaa	haha
16026	hahahahhahaa	haha
16027	hahahha	haha
16028	hahahhaha	haha
16029	hahahhahaha	haha
16030	hahahhahahahahahahahahahaha	haha
16031	hahahhahahhahahaha	haha
16032	hahajaaha	haha
16033	hahh	haha
16034	hahha	haha
16035	hahhaa	haha
16036	hahhaha	haha
16037	hahhahah	haha
16038	hahhahahaha	haha
16039	hajsjjssjhs	haha
16040	hauahahaha	haha
16041	hhaa	haha
16042	hjshshshhshh	haha
16043	hshshshjsjs	haha
16044	huahahaha	haha
16045	huahuahua	haha
16046	hubahahaha	haha
16047	huhahahhahahaa	haha
16048	haei	hai
16049	haii	hai
16050	hei	hai
16051	hii	hai
16052	haih	haiz
16053	haihh	haiz
16054	haizz	haiz
16055	hishh	haiz
